,REVIEWS,LABEL
809,Verizon LG phone work well together good reception range exceeds 20 feet line sight,1
810,Improper description return,0
811,1 Works - 2 Comfortable,1
812,Battery charge-life quite long,1
813,Jabra EarGels fit ears well,1
814,Battery no_life,0
815,checked everywhere no_feature really disappointing,0
816,Product exactly described,1
817,Gets signal Verizon phones,1
818,Doesn't job,0
819,recommend,1
820,Plan ordering,1
821,said phone camera nice many cool effects play video decent well,1
822,satisfied cell phone day one,1
823,keep getting better better third one numerous Palms,1
824,Awkward use unreliable,0
825,shipping time also quick !,1
826,not_good hoped,0
827,Good case !,1
828,Doesn't Work,0
829,Really good product,1
830,Unfortunately not_work,0
831,three broke within two months use,0
832,dont buy,0
833,father V265 battery dying,0
834,However ear pads come easily one week lost one,0
835,calls drop phone comes will screen goes black worst stops ringing intermittently,0
836,Horrible horrible protector,0
837,don't like Nokia either,0
838,Reaching bottom row uncomfortable send end keys not_expect 3,0
839,bought Nokia cell phone weeks ago nightmare,0
840,take long describe bad customer service experience Amazon,0
841,DISAPPOINTING thing was no_SPEAKERPHONE ! ! ! !,0
842,Terrible car will not_accept cassette,0
843,Product useless since not_enough charging current charge 2 cellphones planning use,0
844,not_says,0
845,Stay Away Q !,0
846,Used dirty,0
847,unreliable service T-mobile !,0
848,not_good enough price,0
849,bought two neither will charge,0
850,looks nice,1
851,excellent tool especially paired phone's auto-answer,1
852,read other's reviews haven't problem,1
853,products cover important light sensor ear outlet,0
854,Comfortable hand,1
855,Just not_work,0
856,Poor Reliability,0
857,works !,1
858,take picture battery drops bar starts beeping letting know dieing,0
859,Terrible product waste money !,0
860,Last time buying,0
861,waste money,0
862,far worked like charm,1
863,weeks far good,1
864,case best part can download pictures laptop using IR even send pictures laptop phone,1
865,recommend item,1
866,choice headset years Great sound good volume good noise cancellation,1
867,Nice case feels good hands,1
868,item received Counterfeit,0
869,Just really good far probably best BT headset ever,1
870,Works fine,1
871,received headset good time happy,1
872,pleased see could replace well travled swivel holster Blackberry flip,1
873,sister one also loves,1
874,Good Quality,1
875,far worst purchase made Amazon,0
876,Excellent dual-purpose headset,1
877,Excellent !,1
878,not_work listening music cingular 8125,0
879,seems completely secure holding belt keeping iPhone inside,1
880,bottowm line another worthless cheap gimmick Sprint,0
881,trouble volume,0
882,good thing fits comfortably small ears,1
883,WARNING - not_BUY ! !,0
884,pairing iphone could not_happier far,1
885,opens battery connection broken device turned,0
886,didn't want clip going top ear causing discomfort,0
887,Best headset ever ! ! !,1
888,Don't trust website don't expect helpful support,0
889,loud Glad say Plantronics 510 maintains flawless connection cell no_static normal use,1
890,speaker low quality making ring tones sound cheap,0
891,Fits comfortably came three sizes earbud tips,1
892,Excellent product price,1
893,Bad Reception,0
894,product High quality Chinese CRAP ! ! ! ! ! !,0
895,quite comfortable ear,1
896,Great phone,1
897,Don't buy product - fails !,0
898,Everything product wrong First,0
899,pairing two devices easy barely took couple minutes started making calls voice dialing feature,1
900,utterly confusing first caused lose couple very important contacts,0
901,Terrible phone holder,0
902,cutouts buttons placed perfectly,1
903,love able use one headset land-line cell,1
904,Problem ear loops made weak material break easily,0
905,not_nearly good looking AMAZON picture makes look,0
906,despite flaws case exceptional quality well worth additional costs owning official OEM product,1
907,stupid ?,0
908,can hear driving car usually don't even put loudest setting,1
909,Seller shipped quickly much cheaper competitors,1
910,Good show Samsung,1
911,bought 10 saved alot money,1
912,always cuts makes beep beep beep sound says signal failed,0
913,Couldn't figure,0
914,phone sounded OK not_great - OK wife's phone almost totally unintelligible couldn't understand word said,0
915,take battery phone put back together restart,0
916,managed bend leaf spring back place metal now enough stress will break next drop,0
917,Leopard Print wonderfully wild !,1
918,Works,1
919,Saggy floppy piece junk,0
920,much better hard plastic cases,1
921,also new problem,0
922,Happy far !,1
923,cool phone,1
924,Works good,1
925,Motorola finally got voice quality bluetooth headset right,1
926,looses connection phone even within couple feet two,0
927,great really recommend,1
928,Makes easier keep bluetooth not_wearing,0
929,said PRETTY USELESS !,0
930,Never got ! ! ! ! !,0
931,pair headphones worst ever sound-wise,0
932,drain weak snap !,0
933,not_charge Cingular ATT 8525 phone,0
934,get extra minutes can carry call not_get cut,1
935,However year fliptop started get loose wobbly eventually screen went black couldn't receive place calls,0
936,kept catching cable seat pull phone turn,0
937,headset fulfills requirements happy purchase,1
938,Logitech Bluetooth Headset 10 !,1
939,like fact rests lightly ear rather inside,1
940,lot websites rating good phone,1
941,tried cables computer iPod works just fine,1
942,mic joke volume quite low,0
943,returning,0
944,not_maintain connection computer lap,0
945,easy turn car volume controls quite accessable,1
946,mine year Christmas bought rest family,1
947,Otherwise easy install use clear sound,1
948,nice leather,1
949,purchase different case,0
950,joy use,1
951,much disappointed company,0
952,satisifed,1
953,didn't charge,0
954,phone get 2005 just bought S710a can say WOW !,1
955,Buttons small,0
956,Just reading specs alone makes say WOW,1
957,Love Great armband,1
958,really like product Motorola allot clearer ear piece mic,1
959,However keypads tinny sometimes reach wrong buttons,0
960,exchanged sony ericson z500a pretty happy decision,1
961,impressed price cases,1
962,Also makes easier hold,1
963,use product motor control center lot high voltage humming equipment works great !,1
964,pretty easy,1
965,cannot_make calls certain places,0
966,however girl complain time phone doesn't wake like normal phone,0
967,Beautiful styling though,1
968,company charge restocking fee still not_given refund back,0
969,trying return refund,0
970,plugged find not_darn thing worked,0
971,Excellent product,1
972,Earbud piece breaks easily,0
973,Lousy product,0
974,phone tries hard everything fails ability phone,0
975,best charger seen market yet,1
976,SWEETEST PHONE ! ! !,1
977,:- Oh charger seems work fine,1
978,fits securely ear hook not_even need used sound better directed ear canal,1
979,not_enough volume,0
980,Echo Problem unsatisfactory,0
981,could take 2 videos time quality poor,0
982,don't waste money,0
983,going to first negatively review product,0
984,Adapter not_provide enough charging current,0
985,much hype phone assumed best mistake,0
986,also cannot_take pictures case lense covered,0
987,Phone falls easily,0
988,didn't work people can not_hear talk,0
989,text messaging feature really tricky use,0
990,really disappointed now charger doesn't work,0
991,Painful ear,0
992,Lasted one day blew,0
993,disappointed,0
994,Kind flops around,0
995,screen get smudged easily touches ear face,0
996,piece junk lose calls phone,0
997,Item not_Match Picture,0
998,thing disappoint infra red port irda,0
999,can not_answer calls unit never worked !,0
1000,very slow-moving aimless movie distressed drifting young man,0
1001,not_sure lost - flat characters audience nearly half walked,0
1002,Attempting artiness black white clever camera angles movie disappointed - became even ridiculous - acting poor plot lines almost non-existent,0
1003,little music anything speak,0
1004,best scene movie Gerardo trying find song keeps running head,1
1005,rest movie lacks art charm meaning emptiness works guess empty,0
1006,Wasted two hours,0
1007,Saw movie today thought good effort good messages kids,1
1008,bit predictable,0
1009,Loved casting Jimmy Buffet science teacher,1
1010,baby owls adorable,1
1011,movie showed lot Florida best made look appealing,1
1012,Songs Best Muppets Hilarious,1
1013,Cool,1
1014,right case movie delivers everything almost right face,1
1015,average acting main person low budget clearly can see,0
1016,review long overdue since consider Tale Two Sisters single greatest film ever made,1
1017,put gem movie terms screenplay cinematography acting post-production editing directing aspect film-making,1
1018,practically perfect  true masterpiece sea faux masterpieces,1
1019,structure film easily tightly constructed history cinema,1
1020,can think no_film something vitally important occurs every minute,1
1021,words content level film enough easily fill dozen films,1
1022,can anyone right mind ask anything movie ?,1
1023,quite simply highest superlative form cinema imaginable,1
1024,Yes film require rather significant amount puzzle-solving pieces fit together create beautiful picture,1
1025,short film certainly pulls no_punches,0
1026,Graphics far best part game,0
1027,number one best TH game series,1
1028,deserves strong love,1
1029,insane game,1
1030,massive levels massive unlockable characters just massive game,1
1031,Waste money game,1
1032,kind money wasted properly,1
1033,Actually graphics good time,1
1034,Today graphics crap,0
1035,say Canada fun game aye,1
1036,game rocks,1
1037,Buy play enjoy love,1
1038,PURE BRILLIANCE,1
1039,flick doomed conception,0
1040,idea lame - take minor character mediocre PG-13 film make complete non-sequel changing tone PG-rated family movie,0
1041,wasn't least bit interested,0
1042,not_only confirm film unfunny generic also managed give away ENTIRE movie not_exaggerating - every moment every plot point every joke told trailer,0
1043,just not_funny,0
1044,even talented Carrell can't save,0
1045,co-stars don't fare much better people like Morgan Freeman Jonah Hill Ed Helms just wasted,0
1046,story just predictable lazy,0
1047,real effects work presence animals integration scenes worst obvious blue green-screen work ever seen,0
1048,whatever cost much didn't translate quality sure,0
1049,film succeeds despite perhaps obviously meagre budget,1
1050,glad film didn't go obvious choice lesser film certainly,1
1051,addition one lovely songs ever written French Cancan also boasts one cutest leading ladies ever grace screen,1
1052,hard not_fall head-over-heels love girl,1
1053,negative insipid enough cause regret another 2 hours life wasted front screen,0
1054,Long whiny pointless,0
1055,recommend waiting future efforts let one go,0
1056,Excellent cast story line performances,1
1057,Totally believable,1
1058,Anne Heche utterly convincing,1
1059,Sam Shepard's portrayal gung ho Marine sobering,1
1060,sat riveted TV screen,1
1061,give one resounding 9 10,1
1062,think Tom Hanks good actor,1
1063,enjoyed reading book children little,1
1064,disappointed movie,0
1065,One character totally annoying voice gives feeling fingernails chalkboard,0
1066,totally unnecessary train roller coaster scene,0
1067,absolutely no_warmth charm scenes characters,0
1068,movie totally grates nerves,0
1069,performances not_improved improvisation actors now twice much worry about: not_whether delivering line well whether line good,0
1070,quite honestly often not_good,0
1071,Often dialogue doesn't really follow one line another fit surroundings,0
1072,crackles unpredictable youthful energy - honestly found hard follow concentrate meanders badly,0
1073,generally great things,1
1074,wouldn't say worth 2 hours time though,0
1075,suspense builders good just cross line G PG,1
1076,especially liked non-cliche choices parents movies could predict dialog verbatim writing movie made better selections,1
1077,want movie not_gross gives chills great choice,1
1078,Alexander Nevsky great film,1
1079,amazing film artist one important whoever lived,1
1080,glad pretentious piece s didn't planned Dodge stratus Big Shots gonna help movie makers aren't restrained movie business Québec,0
1081,first movie given 10 years,1
1082,ever movie needed word-of-mouth promote,1
1083,Overall film interesting thought-provoking,1
1084,Plus well-paced suited relatively short run time,1
1085,Give one look,1
1086,gave 10,1
1087,Wind Lion well written superbly acted,1
1088,true classic,1
1089,actually turned pretty decent far B-list horror suspense films go,1
1090,Definitely worth checking,1
1091,problem script,0
1092,horrendous,0
1093,nothing_believable,0
1094,suspense feeling frustration just retarded girls,0
1095,MANNA HEAVEN terrific film predictable unpredictable time,1
1096,scenes often funny occasionally touching characters evaluate lives going,1
1097,cast veteran actors just nostalgia trip,1
1098,Ursula Burton's portrayal nun touching funny time making fun nuns church,1
1099,looking movie terrific cast good music including Shirley Jones rendition Way Look Tonight uplifting ending give one try,1
1100,don't think will disappointed,1
1101,Frankly Cotton club Unfaithful kind embarrassing watch Lane Gere film BAD,0
1102,acting bad dialogs extremely shallow insincere,0
1103,predictable even chick flick,0
1104,politically correct,0
1105,disappointing,0
1106,thing really worth watching scenery house beautiful,1
1107,love Lane never seen movie lousy,0
1108,hour half wish could bring back,0
1109,terms writing fresh bold,1
1110,acting helps writing along well maybe idiot-savant sister could played better real joy watch,1
1111,directing cinematography aren't quite good,0
1112,movie boring sometimes found occupied peaking paper instead watching never happened Columbo movie !,0
1113,sometimes embarrassing look away,0
1114,directing seems pretentious,0
1115,scenes oh-so-mature neighbour-girl misplace,0
1116,generally lines plot weaker average episode,0
1117,scene debated whether not_sack trumpeter falsely accused murder pure horror really stupid,0
1118,applause given prelude however,1
1119,really liked,1
1120,great film great director,1
1121,movie edge seat made somewhat afraid go car end night,1
1122,music film really nice,1
1123,advise anyone go see,1
1124,Brilliant !,1
1125,10 10,1
1126,liked movie way much,1
1127,problem thought actor playing villain low rent Michael Ironside,0
1128,rocked world certainly must see anyone no_social physical outlets,1
1129,However didn't make fact overall tremendously boring movie,0
1130,no_chemistry Ben Affleck Sandra Bullock film couldn't understand consider even leaving wife-to-be chick supposedly knocked,0
1131,several moments movie just didn't need excruciatingly slow moving,0
1132,poor remake Best Friends Wedding,0
1133,great disappointment,0
1134,cannot_believe actors agreed film,0
1135,could not_stand even watch long fear losing Q,0
1136,guess nobody network aired dribble watched putting,0
1137,IMDB ratings go low 1 awful time get negative numbers cases,0
1138,saw Mirrormask last night unsatisfactory experience,0
1139,Unfortunately inexperience direction meant scene scene passed little way dramatic tension conflict,0
1140,central themes film handled ineptly stereotypically no_depth imagination,0
1141,pretty pictures world cannot_make piece work flawed core,0
1142,hour half waste time following bunch pretty high schoolers whine cry life,0
1143,can't relate hell barely can understand,0
1144,definitely cult classic well worth viewing sharing others,1
1145,movie pure disaster story stupid editing worst seen confuses incredibly,0
1146,fish badly made underwater shots repeated thousand times film,0
1147,truly truly bad film,0
1148,acting terrible writing worse,0
1149,possible way movie could redeemed MST3K fodder,0
1150,paid much,0
1151,Also real treat see Anthony Quinn playing Crazy Horse,1
1152,BORING !,0
1153,no_plot whatsoever !,0
1154,no_plot,0
1155,Horrible !,0
1156,Worst hour half life ! Oh gosh !,0
1157,walk theatre minutes just get relief !,0
1158,hate movies like,0
1159,Yeah movie pretty much sucked,0
1160,no_PLOT STORYLINE ! !,0
1161,go see movie bring pillow girlfriend boyfriend keep occupied,0
1162,Awful,0
1163,don't think ever gone movie disliked much,0
1164,good thing tickets cost five dollars mad paid $7 50 see crap,0
1165,NOBODY identifies characters cardboard cutouts stereotypes predictably reverse-stereotypes,0
1166,bad film bad writing good actors ugly cartoon crafted Paul Haggis people can't handle anything bold strokes storytelling picture painted crayons,0
1167,Crash depressing little nothing_provokes emotion teaches nothing_already know racism prejudice bad things,0
1168,Still like movie empowerment women not_enough movies like one,1
1169,brain will attempt shut-down part primal impulse self-preservation,0
1170,left shattered experience watching 'film' took good two hours fully recover,0
1171,movie now joins Revenge Boogeyman Zombiez part hellish trinity horror films,0
1172,certainly not_mean distinction good way,0
1173,mean terrible way,0
1174,film no_redeeming features,0
1175,Everything appalling,0
1176,Artless camera-work endlessly presents us ugliest setting imaginable e,0
1177,story beyond stupid,0
1178,script iswas script ?,0
1179,kids annoying,0
1180,lead man charisma-free,0
1181,Utterly without merit level akin torture,0
1182,even say  torture,0
1183,Maybe reasonable explanation atrocity,0
1184,not_pleasant voyage self-discovery,0
1185,Highly unrecommended,0
1186,premise sound stupid,0
1187,Yes bad,0
1188,nothing_recommend,0
1189,excellent performance Ms,1
1190,Garbo showed right bat talents could carry silent era wanted see silent work Netflix doesn't seem stocking,1
1191,also great see renowned silent screenwriter Frances Marion hasn't missed step going silent sound,1
1192,movie suffered writing needed suspense,0
1193,many close ups,0
1194,movie seemed drag heroes didn't really work freedom,0
1195,movie definitely average rent,0
1196,love !,1
1197,movie BAD,0
1198,bad,0
1199,film way long,0
1200,definitely one bad ones,0
1201,movie received great quality film age,1
1202,John Wayne incredible job young movie industry,1
1203,screen presence shined thought even though senior actors screen,1
1204,think must see older John Wayne film,1
1205,really don't see anyone could enjoy movie,0
1206,don't think ever seen movie half boring self-indulgent piece junk,0
1207,probably better director hadn't spent movie showcasing art work really noteworthy,0
1208,Another thing didn't really like character got punched face gallon blood spew forth soon,0
1209,Jamie Foxx absolutely Ray Charles,1
1210,performance simply genius,1
1211,owns film just Spacek owned Coal Miner's Daughter Quaid owned Great Balls Fire,1
1212,fact hard remember part Ray Charles acted not_played man,1
1213,Ray Charles legendary,1
1214,Ray Charles' life provided excellent biographical material film goes well beyond just another movie musician,1
1215,Hitchcock great director,1
1216,Ironically mostly find films total waste time watch,0
1217,Secondly Hitchcock pretty much perfected thriller chase movie,1
1218,pandering audience sabotages films,0
1219,Hence whole story lacks certain energy,0
1220,plot simply rumbles like machine desperately depending addition new scenes,0
1221,usual Hitchcock logic flaws,0
1222,Mishima extremely uninteresting,0
1223,chilly unremarkable movie author living working chilly abstruse culture,0
1224,flat reenactments don't hold attention emotionally adrift stagy,0
1225,rest just sits awful soldiers singing songs masculinity pledge hairsplitting purity admiration swords etc,0
1226,can bore pieces kill momentum movie quicker anyone else,0
1227,Schrader made resume full lousy amateurish films,0
1228,first watched movie 80s loved,1
1229,totally fascinated music dancing everything,1
1230,However recently watched whole thing DVD completely struck extremely stupid storyline - contained holes inconsistencies - frankly - whole lot crap - horrid dancing,0
1231,mean realistic world NEVER gotten ballet repertory whole thing quite pathetic,0
1232,character developments also lacked depth,0
1233,Woa talk awful,0
1234,not_waste time,0
1235,just horrible,0
1236,worst sappiest dialogue could go,0
1237,really made unwatchable direction,0
1238,poor actors,0
1239,can't even tell talent not_pathetic lines speak director gave no_action,0
1240,check director's filmography site will see film didn't chance,0
1241,not_even good made TV flick,0
1242,good intentions made film great film might one greatest films ever made,1
1243,film great actors master director significant theme--at least would-be significant theme undertone fifties existential world-weariness aerial scenes thrilled senses imagination characters one might deeply care,1
1244,Regrettably film fails,0
1245,movie lacks visual interest drama expression feeling celebration patriotism underlines narrative,0
1246,no_actress worse used June Allison movie,0
1247,Yet enjoy watching,1
1248,Unfortunately bad movie just plain bad,0
1249,Bad script bad direction horrible acting make one plain bad !,0
1250,dialogue sucked,0
1251,cinematography-if can called that-sucked,0
1252,soundtrack sucked,0
1253,acting sucked,0
1254,concert sequences just sucked,0
1255,nice,1
1256,funny,1
1257,funny,1
1258,Overall movie cheap trash,0
1259,movie not_funny considering ridiculousness,0
1260,came feeling angry,0
1261,SPOILERS Whatever else can can't said SURFACE superbly crafted,1
1262,cinematography simply stunning say least fx nothing_not_state-of-the-art,1
1263,Conceptually show offers little bit everything- just everybody parents kids fantasy fx fans,1
1264,wasn't single sour note struck acting-wise either surprisingly solid casting,1
1265,things considered job well done,1
1266,Thanks good movie like done released,1
1267,One best mexican movies ever ! one less understood even mexican no_matter identified felt,1
1268,ranks highly great noir-crime-drama incredible performances Belmondo Lino_Ventura,1
1269,attention given every character complex psychological portrayals detailing loyalty treachery love hope tremendous,1
1270,excellent drama excellent thriller excellent film,1
1271,best Melville,1
1272,Everything film simply incredible,1
1273,truly take journey eyes soul child,1
1274,BLACK WATER thriller manages completely transcend limitations indie flick continually subverting expectations emerge intense experience,1
1275,performances real gripping crocdodile extremely well done indeed Black Water website believed used real crocs swamp location fabulous,1
1276,thoroughly enjoyed Christopher Eccleston took control TARDIS continuation series,1
1277,not_sure trying film,0
1278,turn good day feeling night disturbing memories guess succeeded,0
1279,lot beautiful places,1
1280,forced like everything movie,0
1281,lame,0
1282,movie really pi ed,0
1283,don't even get started jerky camerawork,0
1284,saw theater thought going sick,0
1285,Summary: witticisms weren't witty,0
1286,plot - well said let one go,0
1287,acting bad,0
1288,Really bad,0
1289,Even Billy Bob couldn't rise script worse,0
1290,Camerawork - bad,0
1291,Rating: 1 10,0
1292,AMAZING finale possibly BEST trilogy time !,1
1293,Kieslowski never ceases amaze,1
1294,one favourite directors one talented directors history cinema,1
1295,use colours French flag three films nothing_short incredible every shot every scene like work art,1
1296,Three visually appealing movies ever seen,1
1297,subtle connections three films awesome,1
1298,mention huge SPOILER loved ending characters three films remaining survivors ferry disaster Valentine young judge together old man watching TV solidifying happiness suffering dealt many years,1
1299,couldn't think better way end film smile face great way wrap amazing film trilogy !,1
1300,recommend EVERYONE loves film movies anything Work Art !,1
1301,10 10 movie trilogy,1
1302,literally vomited watching film,0
1303,think one people found another one roth's pearls,1
1304,performance awarded stunning,1
1305,story told eloquently Francis ford Coppola 25 years earlier really unfolds gradually leaves room characters develop,1
1306,wonderful location lies story contrast,1
1307,beautiful directed film Nicola's roeg wih sublime cast,1
1308,translating movies living first movie 5-year working experience found offensive intelligence,0
1309,someone strives greatness poetry delivers muddled often ridiculous story bunch disparate scenes pretentious dialogue get worst kind movie reviewer accurately defined pretentious crap,0
1310,find movie intelligent even masterful can say - intelligence imagination obviously used try make sense pitiful attempt human nature try make sense things,0
1311,One thing: can tolerate political incorrectness well artistic freedom suspension disbelief Slavic female character just much,0
1312,fun funny movie,1
1313,Highly entertaining angles,1
1314,features outlandish array memorable psychotic lovable nuts,1
1315,enjoyment get see run around play games dangerous,1
1316,even sweet moments,1
1317,telephone repair man really funny reactions nuts bitchy boss truly genuine,1
1318,characters film tremendously well played,1
1319,really find funny,1
1320,actually smart movie,1
1321,brilliant twist ending,1
1322,love,1
1323,ending SO perfect shed tear,1
1324,thrilled seeing movie like,1
1325,will never forget now,1
1326,not_just cult cult CLASSIC,1
1327,depth character man underneath,0
1328,Malta settings dry barren dialogue,0
1329,movie terrible,0
1330,hockey scenes terrible defensemen playing like 5 years old goalies diving shots 10 feet wide net etc,0
1331,haven't seen don't waste time !,0
1332,call movie drama ridiculous !,0
1333,Started watching didn't believe characters,0
1334,particular relationship bakery assistant waitress just didn't work,0
1335,superficial movie gave feeling watching play rather film,0
1336,characters 'stagey' storyline lot like stage farce,0
1337,time pyromaniac waylaid assistant bored didn't care happened next switched,0
1338,Glad didn't pay see,0
1339,Didn't laugh even smile,0
1340,wasn't anything just one big yawn,0
1341,really good show watch,1
1342,educational children 1 8 years old,1
1343,Barney definitely super DE duper,1
1344,pretty funny,1
1345,Babie Bop cute,1
1346,kids cool,1
1347,Storm Trooper not_even bad enough make list wonderfully terrible movies,0
1348,just lame,0
1349,guy said better dialogue potted plants right,0
1350,Everything movie stupid,0
1351,Even love bad movies not_watch movie,0
1352,shameful,0
1353,give television series 10 plus could,1
1354,writers smack think best actors actresses bonus show characters real,1
1355,must say taped episodes find watching,1
1356,Now know gave 10+ !,1
1357,don't know exactly movie latched endearing movie become special part family's memories,1
1358,totally absolutely recommend movie anyone likes good wholesome family movies exactly,1
1359,things four kids get absolutely hilarious watch,1
1360,one best movies shows strong sibling bond,1
1361,Much interesting action suspense less unneeded controversy,1
1362,Everything acting cinematography solid,1
1363,Definitely worth checking,1
1364,Damian talented versatile many ways writing portraying different Characters screen,1
1365,movie cutting edge,1
1366,pleased know modern day genius letting passion Art drive taking us audience,1
1367,new characters weren't memorable found forgetting,0
1368,felt though going Ireland absolutely nothing_whatsoever,0
1369,didn't make scared horrified make sympathetic towards characters simply annoying,0
1370,jerky camera movements also annoying,0
1371,plot pretty much every cheap horror,0
1372,pathetic attempts give characters depth didn't really work rest plot,0
1373,guess supposed clever twist shed light situation just stupid,0
1374,see probably just leave shelf,0
1375,Elias Koteas Jack Palance play good roles Angelina hot gets naked Billy Drago appears cool usual + cameo Sven ole Thorsen helps make enjoyable movie good acting decent budget,1
1376,awesome movie bought Ebay,1
1377,really loved story line poler bear kinda cute anyone question Fort Steele just ask away:,1
1378,totally UNfunny movie top pathetic unrealistic throughout whole 90 minutes utter torture probably looked watch 70000 times !,0
1379,Lucy Bell much higher crap sink low quite depressing,0
1380,movie make sick watching slackers make excuses stupid actions 90 minutes,0
1381,God can never get 90 minutes back !,0
1382,think wonderful parts literally full wonder excerpts works,1
1383,sets especially designed work camera amazing stylized beautiful effective,1
1384,could used exemplars set designer,1
1385,stories powerful explorations nature man art,1
1386,watching film wanted learn works artist,1
1387,highly recommend movie anyone interested art poetry theater politics Japanese history,1
1388,Wind Lion see wonderful rendering America's Imperial age,1
1389,makes story different terrific production values - faultless photography composition editing - terrific casting - underappreciated Brian Keith playing bully Teddy - vivid history,1
1390,Though Wind Lion told largely eyes son every member family can identify one characters whether Sean Connery's noble brigand Candace Bergen's feisty heroine John Huston's wily John Hay Steve Kanaly's spiffy radiant ruthless can-do lieutenant Roosevelt's Big Stick,1
1391,high adventure best,1
1392,think Robert Ryans best film portrayed someone like father schizophrenic real life father although never murdered anyone affected second world war made worse,1
1393,humour just get get day apt,1
1394,mother brother saw Robert Ryan portraying type man good imitation type individual impressed,1
1395,Almost songs Cover Girl old-fashioned not_tuneful,0
1396,annoying thing 'Cover Girl' way Rita Hayworth put pedestal,0
1397,Unfortunately 'Cover Girl' example Hollywood used exploit women financial gain,0
1398,Non-linear narration thus many flashbacks every part articulated quite well,1
1399,good cinematography also makes Monica Bellucci look beautiful,1
1400,good commentary today's love undoubtedly film worth seeing,1
1401,people first timers film making think excellent job ! !,1
1402,popular cinema good house good reactions plenty laughs,1
1403,feel-good film felt came cinema !,1
1404,northern humour positive community represents,1
1405,rather enjoyed,1
1406,liked,1
1407,couldn't take seriously,0
1408,really created unique feeling though,1
1409,Vivian Schilling excellent job script,1
1410,world better 95% garbage theatres today,1
1411,role played well,1
1412,not_screamy not_masculine just right,1
1413,camera really likes movie,1
1414,casted role ready script,1
1415,European movie nice throwback time student 1980's experiences living abroad interacting nationalities although circumstances slightly different,1
1416,fan movie sucked really bad,0
1417,Even worse Ticker !,0
1418,movie bad,0
1419,like 3 4 buildings used couple locations MAYBE poor hummh !,0
1420,just blew,0
1421,movie excellent ! Angel beautiful Scamp adorable ! little yelps hes scared funniest parts when:Scamp caught curtain Angel Scamp singing 'Ive Never Feeling Before' totally recommend movie coming special edition June 20 cover scamp garbage can Angel underneath lid,1
1422,just cant explain movie romantic charming hilarious adorable junkyard scenes funny junkyard dogs something special funny laughed kids will LOVE Buy comes new features !,1
1423,Now chosen tortured disgusting piece blatant American propaganda,0
1424,show made Americans - stupid full hatred clichés admitted elsewhere,0
1425,Almost everyone involved must return school acting utterly predictable bad script pile garbage round,0
1426,wish could enter negative values admins ?,0
1427,sets bad wouldn't look place Thunderbirds episode,0
1428,use slow-motion needlessly repeats throughout movie well backed bad acting bad kind word no_continuity scenes thrown no_reason whatsoever vehicles looked like made Corn Flakes box directorial style bordered stupidity,0
1429,Oh yeah storyline pathetic,0
1430,hate writing bad reviews films - especially really like star - film bad don't believe one second anyone could proud,0
1431,not_filmmaker director hide head sand spent whatever amount money time movie,0
1432,short - monumental waste time energy not_recommend anyone EVER see film,0
1433,came free DVD player bought still turned thing halfway embarrassed Howell,0
1434,1 10 - no_setting 0 10,0
1435,interesting premise Billy Drago always good dangerous nut-bag side note: love see Drago Stephen McHattie Lance Hendrikson flick together talk raging cheekbones !,1
1436,soundtrack wasn't terrible either,1
1437,acting--even professionals Drago Debbie Rochon--was terrible directing worse perhaps contributory former dialog chimp-like camera work barely tolerable,0
1438,Still SETS got big 10 oy-vey scale,1
1439,Yes simplifying things sake brevity really core problems film - much going without real fulfilling explanation,0
1440,good jobs quite amusing,1
1441,convoluted plot just didn't convince much film watched weird questioning glance,0
1442,let girlfriend talk seeing - bad idea hated,0
1443,last 15 minutes movie also not_bad well,1
1444,Bela Lugosi totally extraneous intoning odd lines,0
1445,acting decidely wooden though no_worse period Universal B movie,0
1446,like Armand Assante cable company's summary sounded interesting watched twice already probably will,1
1447,believe screenwriter good job tying loose ends,1
1448,8 10 score mostly plot,1
1449,say - don't like spoilers don't want one believe film worth time,1
1450,Wow bad film,0
1451,not_frightening least barely comprehensible,0
1452,plot doesn't hang together acting absolutely appalling,0
1453,not_even good camp value !,0
1454,wasn't expecting Oscar material ?,0
1455,IQ particularly stupid mollusk not_see one coming,0
1456,film use word loosely insult movie-going public,0
1457,someone involved knew string together narrative !,0
1458,gets 1 10 simply nothing_lower,0
1459,one not_watched recently Fox Movie Channel disappointed,0
1460,know contract player little control scripts acting bad script,0
1461,Victor McLaglen even bad Brian DonLevy almost unrecognizable,0
1462,Considering relations screen Taylor Stanwyck surprising little chemistry screen two,0
1463,premise film ridiculous: President U S,0
1464,death row scenes entirely unmoving,0
1465,thing worse Taylor's acting Stanwyck's singing,0
1466,Whatever producer going missed entirely,0
1467,deeply impressed character played,1
1468,knew saw film great things come gifted actor,1
1469,cheap cheerless heist movie poor characterisation lots underbite style stoic emoting think Chow Yun Fat Better Tomorrow cheesy clichés thrown abandoned factory ready poorly executed flying judo rolls la John Woo,0
1470,Even squibs look awful,0
1471,no_point proceedings look remotely like America,0
1472,plot is derivative predictable ending like mercy killing,0
1473,awful dialogue hopeless overacting everyone gets shot top real waste space time,0
1474,uneasy bad movie not_scared,0
1475,dialogue composed things make little sense,0
1476,30 minutes footage wasted show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough make teen Goth blush almost always Olde English sometimes Latin may may not_made words,0
1477,directing sloppy best,0
1478,Hackneyed writing certainly made even worse bad directing,0
1479,course acting blah,0
